id,nume,brand,categorie,pret,tip_ten,subton,nuanta,finish,ocazie,acoperire,ingrediente_cheie,vegan,cruelty_free,rating,descriere,tip_produs,contrast,baza,origine,probleme,fungal_acne_safe,suited_eye_color,suited_hair_color,activ
511,Pure Active / Vitamin C Wash,Garnier,Cleanser (apos) / Gel de curatare,42.5,gras|mixt,toate,toate,natural,zi,toate,bha|vit c,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Europa,acnee|luminozitate,Da,toate,toate,1
512,Gentle Skin Cleanser,Cetaphil,Cleanser (apos) / Gel de curatare,55.0,sensibil|uscat,toate,toate,natural,zi,toate,formula blanda,Nu,Nu,4.0,Clasic dermatologic,skincare,toate,toate,Europa/global,sensibilitate|bariera,Nu,toate,toate,1
513,Gokujyun Face Wash,Hada Labo,Cleanser (apos) / Gel de curatare,55.0,uscat|normal,toate,toate,natural,zi,toate,acid hialuronic,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Japonia,uscaciune,Nu,toate,toate,1
514,Perfect Whip Foam,Senka,Cleanser (apos) / Gel de curatare,42.5,toate,toate,toate,natural,zi,toate,matase|hialuronic,Nu,Nu,4.0,Cult J-beauty,skincare,toate,toate,Japonia,curatare,Nu,toate,toate,1
515,Defence Barrier pH Cleanser,Purito,Cleanser (apos) / Gel de curatare,55.0,sensibil|uscat,toate,toate,natural,zi,toate,ceramide|probiotice,Nu,Nu,4.0,Pt bariera,skincare,toate,toate,Coreea,bariera,Nu,toate,toate,1
516,Centella Cleanser,Mixsoon,Cleanser (apos) / Gel de curatare,55.0,sensibil|gras,toate,toate,natural,zi,toate,centella fermentat,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii,Da,toate,toate,1
517,Aloe BHA Cleanser,Benton,Cleanser (apos) / Gel de curatare,55.0,gras|mixt,toate,toate,natural,zi,toate,aloe|bha,Nu,Nu,4.0,Ten gras,skincare,toate,toate,Coreea,acnee|sebum,Da,toate,toate,1
518,Acid-Duo / Pre & Probiotic Cleanser,By Wishtrend,Cleanser (apos) / Gel de curatare,55.0,gras|mixt,toate,toate,natural,zi,toate,probiotice,Nu,Nu,4.0,Echilibrant,skincare,toate,toate,Coreea,sebum|microbiom,Nu,toate,toate,1
519,Heartleaf 77% Soothing Toner,Anua,Toner,65.0,sensibil|gras|toate,toate,toate,natural,zi,toate,heartleaf 77%,Nu,Nu,4.0,"Viral, calmant",skincare,toate,toate,Coreea,inflamatii|roseata|pori,Da,toate,toate,1
520,Glow Replenishing / Ginseng Essence Water,Beauty of Joseon,Toner,65.0,uscat|normal,toate,toate,natural,zi,toate,ginseng|niacinamide,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Coreea,luminozitate|uscaciune,Nu,toate,toate,1
521,AHA/BHA Clarifying Treatment Toner,COSRX,Toner,65.0,gras|mixt,toate,toate,natural,zi,toate,aha|bha,Nu,Nu,4.0,Exfoliere usoara zilnica,skincare,toate,toate,Coreea,puncte negre|textura|pori,Da,toate,toate,1
522,Hyaluronic Acid Toner,Isntree,Toner,65.0,uscat|toate,toate,toate,natural,zi,toate,acid hialuronic,Nu,Nu,4.0,Hidratant cult,skincare,toate,toate,Coreea,uscaciune|bariera,Da,toate,toate,1
523,Green Tea Fresh Toner,Isntree,Toner,65.0,gras|mixt,toate,toate,natural,zi,toate,ceai verde,Nu,Nu,4.0,Pt ten gras,skincare,toate,toate,Coreea,sebum|pori,Da,toate,toate,1
524,1025 Dokdo Toner,Round Lab,Toner,65.0,sensibil|toate,toate,toate,natural,zi,toate,minerale|panthenol,Nu,Nu,4.0,"Bland, hidratant",skincare,toate,toate,Coreea,sensibilitate|bariera,Da,toate,toate,1
525,No.3 Skin Softening Serum Toner,Numbuzin,Toner,65.0,toate,toate,toate,natural,zi,toate,niacinamide|pdrn,Nu,Nu,4.0,Stralucire,skincare,toate,toate,Coreea,luminozitate|textura,Nu,toate,toate,1
526,AHA BHA PHA Miracle Toner,Some By Mi,Toner,65.0,gras|mixt,toate,toate,natural,zi,toate,aha bha pha,Nu,Nu,4.0,Pt ten acneic,skincare,toate,toate,Coreea,acnee|puncte negre|textura,Da,toate,toate,1
527,Essence Toner,Pyunkang Yul,Toner,65.0,uscat|sensibil,toate,toate,natural,zi,toate,coptis japonica,Nu,Nu,4.0,"Vascos, hidratant",skincare,toate,toate,Coreea,uscaciune|bariera,Nu,toate,toate,1
528,Supple Preparation Unscented Toner,Klairs,Toner,65.0,sensibil|uscat,toate,toate,natural,zi,toate,hialuronic|beta|glucan,Nu,Nu,4.0,Clasic ten sensibil,skincare,toate,toate,Coreea,sensibilitate|bariera,Nu,toate,toate,1
529,Madagascar Centella Toning Toner,Skin1004,Toner,65.0,sensibil|gras,toate,toate,natural,zi,toate,centella,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii,Da,toate,toate,1
530,Dive-In Low Molecule HA Toner,Torriden,Toner,65.0,toate,toate,toate,natural,zi,toate,hialuronic 5d,Nu,Nu,4.0,Hidratant lejer,skincare,toate,toate,Coreea,uscaciune|bariera,Da,toate,toate,1
531,Bean / Centella Toner,Mixsoon,Toner,65.0,sensibil|gras,toate,toate,natural,zi,toate,fermentat|centella,Nu,Nu,4.0,Bland,skincare,toate,toate,Coreea,inflamatii|textura,Da,toate,toate,1
532,Wonder Black Rice Toner,Haruharu,Toner,65.0,uscat|toate,toate,toate,natural,zi,toate,orez negru fermentat,Nu,Nu,4.0,Hidratant natural,skincare,toate,toate,Coreea,uscaciune|luminozitate,Nu,toate,toate,1
533,Aloe BHA Skin Toner,Benton,Toner,65.0,gras|mixt,toate,toate,natural,zi,toate,aloe|bha,Nu,Nu,4.0,Cult ten gras,skincare,toate,toate,Coreea,acnee|sebum,Da,toate,toate,1
534,Centella Unscented Toner,Purito,Toner,65.0,sensibil|toate,toate,toate,natural,zi,toate,centella,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii|bariera,Da,toate,toate,1
535,Houttuynia Cordata Calming Toner,Goodal,Toner,65.0,sensibil|gras,toate,toate,natural,zi,toate,houttuynia,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii|roseata,Da,toate,toate,1
536,Mugwort Essence (toner),I'm From,Toner,65.0,sensibil|gras,toate,toate,natural,zi,toate,pelin,Nu,Nu,4.0,Calmant intens,skincare,toate,toate,Coreea,inflamatii,Da,toate,toate,1
537,Heartleaf Spot Pad / Toner,Abib,Toner,65.0,sensibil|gras,toate,toate,natural,zi,toate,heartleaf,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii,Da,toate,toate,1
538,Mandelic Acid 5% Skin Prep Water,By Wishtrend,Toner,65.0,gras|mixt,toate,toate,natural,zi,toate,acid mandelic,Nu,Nu,4.0,Exfoliant bland,skincare,toate,toate,Coreea,acnee|textura|pori,Da,toate,toate,1
539,Effaclar Astringent / Micellar Toner,La Roche-Posay,Toner,65.0,gras|mixt,toate,toate,natural,zi,toate,lha|zinc,Nu,Nu,4.0,Farmacie,skincare,toate,toate,Europa (FR),sebum|pori,Da,toate,toate,1
540,Sebium / Hydrabio Toner,Bioderma,Toner,65.0,gras|uscat,toate,toate,natural,zi,toate,zinc|hialuronic,Nu,Nu,4.0,Farmacie,skincare,toate,toate,Europa (FR),sebum|uscaciune,Nu,toate,toate,1
541,Gentle Toning Lotion,Avene,Toner,65.0,sensibil,toate,toate,natural,zi,toate,apa termala,Nu,Nu,4.0,Ten sensibil,skincare,toate,toate,Europa (FR),sensibilitate,Nu,toate,toate,1
542,Glycolic Acid 7% Toning Solution,The Ordinary,Toner,37.5,normal|gras,toate,toate,natural,zi,toate,acid glicolic,Nu,Nu,4.0,Exfoliere AHA,skincare,toate,toate,Canada/Europa,textura|luminozitate|pori,Da,toate,toate,1
543,Skin Perfecting 2% BHA Liquid,Paula's Choice,Toner,102.5,gras|mixt,toate,toate,natural,zi,toate,acid salicilic,Nu,Nu,4.0,Cult pt pori/BHA,skincare,toate,toate,SUA/Europa,puncte negre|pori|textura|filamente sebacee,Da,toate,toate,1
544,Glow Tonic,Pixi,Toner,65.0,normal|mixt,toate,toate,natural,zi,toate,acid glicolic,Nu,Nu,4.0,Cult,skincare,toate,toate,Europa (UK),textura|luminozitate,Da,toate,toate,1
545,DermoPure Toner,Eucerin,Toner,65.0,gras|mixt,toate,toate,natural,zi,toate,licochalcone,Nu,Nu,4.0,Ten impur,skincare,toate,toate,Europa (DE),acnee,Nu,toate,toate,1
546,Vitamin C / Micellar Toner,Garnier,Toner,50.0,toate,toate,toate,natural,zi,toate,vit c,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Europa,luminozitate,Nu,toate,toate,1
547,Gokujyun Hydrating Lotion,Hada Labo,Toner,65.0,uscat|toate,toate,toate,natural,zi,toate,hialuronic multiplu,Nu,Nu,4.0,Hidratant cult,skincare,toate,toate,Japonia,uscaciune,Da,toate,toate,1
548,AHA Milk Toner,Tocobo,Toner,65.0,normal|mixt,toate,toate,natural,zi,toate,aha|lapte,Nu,Nu,4.0,Exfoliere blanda,skincare,toate,toate,Coreea,textura|luminozitate,Nu,toate,toate,1
549,BHA Blackhead Power Liquid,COSRX,Exfoliant (AHA/BHA/PHA),70.0,gras|mixt,toate,toate,natural,zi,toate,betaine salicilat,Nu,Nu,4.0,Cult pt puncte negre,skincare,toate,toate,Coreea,puncte negre|pori|filamente sebacee,Da,toate,toate,1
550,AHA 7 Whitehead Power Liquid,COSRX,Exfoliant (AHA/BHA/PHA),70.0,normal|mixt,toate,toate,natural,zi,toate,acid glicolic,Nu,Nu,4.0,Pt puncte albe,skincare,toate,toate,Coreea,puncte albe|textura,Da,toate,toate,1
551,AHA BHA PHA Miracle Serum/Toner,Some By Mi,Exfoliant (AHA/BHA/PHA),70.0,gras|mixt,toate,toate,natural,zi,toate,aha bha pha,Nu,Nu,4.0,Multi-acid,skincare,toate,toate,Coreea,acnee|textura,Da,toate,toate,1
552,Mandelic Acid 5%,By Wishtrend,Exfoliant (AHA/BHA/PHA),70.0,gras|sensibil,toate,toate,natural,zi,toate,acid mandelic,Nu,Nu,4.0,"Bland, ten sensibil",skincare,toate,toate,Coreea,acnee|textura|semne postacneice,Da,toate,toate,1
553,No.1 Pore & Sebum Centella Pad,Numbuzin,Exfoliant (AHA/BHA/PHA),70.0,gras|mixt,toate,toate,natural,zi,toate,bha|centella,Nu,Nu,4.0,Disc exfoliant,skincare,toate,toate,Coreea,pori|sebum,Da,toate,toate,1
554,Clear Skin BHA Toner,Isntree,Exfoliant (AHA/BHA/PHA),70.0,gras|mixt,toate,toate,natural,zi,toate,bha|salcer,Nu,Nu,4.0,Exfoliere blanda,skincare,toate,toate,Coreea,pori|puncte negre,Da,toate,toate,1
555,ATO / Mild Exfoliant,Pyunkang Yul,Exfoliant (AHA/BHA/PHA),70.0,sensibil,toate,toate,natural,zi,toate,pha bland,Nu,Nu,4.0,Foarte bland,skincare,toate,toate,Coreea,textura blanda,Da,toate,toate,1
556,Vegan Kombucha Tea / Pore Pad,Dr.Ceuracle,Exfoliant (AHA/BHA/PHA),70.0,gras|mixt,toate,toate,natural,zi,toate,bha|kombucha,Nu,Nu,4.0,Disc,skincare,toate,toate,Coreea,pori|textura,Da,toate,toate,1
557,AHA BHA PHA Refreshing Toner Pad,Mary&May,Exfoliant (AHA/BHA/PHA),70.0,gras|mixt,toate,toate,natural,zi,toate,aha bha pha,Nu,Nu,4.0,Discuri,skincare,toate,toate,Coreea,textura|pori,Da,toate,toate,1
558,Heartleaf Spot Pad Calming,Abib,Exfoliant (AHA/BHA/PHA),70.0,sensibil|gras,toate,toate,natural,zi,toate,heartleaf|bha bland,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii|pori,Da,toate,toate,1
559,One Step Original Clear Pad,Cosrx,Exfoliant (AHA/BHA/PHA),70.0,gras|mixt,toate,toate,natural,zi,toate,bha|willow bark,Nu,Nu,4.0,Discuri zilnice,skincare,toate,toate,Coreea,acnee|pori,Da,toate,toate,1
560,Gentle Black Sugar / Exfoliant,Klairs,Exfoliant (AHA/BHA/PHA),70.0,sensibil|normal,toate,toate,natural,zi,toate,zahar negru,Nu,Nu,4.0,Scrub bland,skincare,toate,toate,Coreea,textura,Nu,toate,toate,1
561,Phyto Enzyme / Exfoliant,Mediheal,Exfoliant (AHA/BHA/PHA),70.0,toate,toate,toate,natural,zi,toate,enzime,Nu,Nu,4.0,Enzimatic,skincare,toate,toate,Coreea,textura,Nu,toate,toate,1
562,Poremizing / BHA,Skin1004,Exfoliant (AHA/BHA/PHA),70.0,gras|mixt,toate,toate,natural,zi,toate,bha|centella,Nu,Nu,4.0,Pt pori,skincare,toate,toate,Coreea,pori|filamente sebacee,Da,toate,toate,1
563,Aloe BHA / PHA,Benton,Exfoliant (AHA/BHA/PHA),70.0,gras|mixt,toate,toate,natural,zi,toate,bha|pha,Nu,Nu,4.0,Bland,skincare,toate,toate,Coreea,acnee|textura,Da,toate,toate,1
564,Skin Perfecting 2% BHA,Paula's Choice,Exfoliant (AHA/BHA/PHA),110.0,gras|mixt,toate,toate,natural,zi,toate,acid salicilic,Nu,Nu,4.0,Standard de aur BHA,skincare,toate,toate,SUA/Europa,puncte negre|pori|filamente sebacee,Da,toate,toate,1
565,Skin Perfecting 8% AHA Gel,Paula's Choice,Exfoliant (AHA/BHA/PHA),110.0,normal|mixt,toate,toate,natural,zi,toate,acid glicolic,Nu,Nu,4.0,AHA puternic,skincare,toate,toate,SUA/Europa,textura|luminozitate,Da,toate,toate,1
566,Salicylic Acid 2% Solution,The Ordinary,Exfoliant (AHA/BHA/PHA),37.5,gras|mixt,toate,toate,natural,zi,toate,acid salicilic,Nu,Nu,4.0,Accesibil BHA,skincare,toate,toate,Canada/Europa,puncte negre|pori|acnee,Da,toate,toate,1
567,AHA 30% + BHA 2% Peeling Solution,The Ordinary,Exfoliant (AHA/BHA/PHA),37.5,normal|gras,toate,toate,natural,zi,toate,aha+bha,Nu,Nu,4.0,Masca peeling 10 min,skincare,toate,toate,Canada/Europa,textura|semne postacneice,Da,toate,toate,1
568,Lactic Acid 5%/10%,The Ordinary,Exfoliant (AHA/BHA/PHA),37.5,sensibil|normal,toate,toate,natural,zi,toate,acid lactic,Nu,Nu,4.0,Blandet/intens,skincare,toate,toate,Canada/Europa,textura|luminozitate,Da,toate,toate,1
569,Mandelic Acid 10%,The Ordinary,Exfoliant (AHA/BHA/PHA),37.5,gras|sensibil,toate,toate,natural,zi,toate,acid mandelic,Nu,Nu,4.0,Bland,skincare,toate,toate,Canada/Europa,acnee|textura,Da,toate,toate,1
570,Effaclar Serum / Ultra Concentrated,La Roche-Posay,Exfoliant (AHA/BHA/PHA),70.0,gras|mixt,toate,toate,natural,zi,toate,salicilic|lha|niacinamide,Nu,Nu,4.0,Multi-acid farmacie,skincare,toate,toate,Europa (FR),acnee|semne postacneice|textura,Da,toate,toate,1
571,Sebium Serum / Pore Refiner,Bioderma,Exfoliant (AHA/BHA/PHA),70.0,gras|mixt,toate,toate,natural,zi,toate,bha|zinc,Nu,Nu,4.0,Pori,skincare,toate,toate,Europa (FR),pori|sebum,Da,toate,toate,1
572,AHA & BHA Daily Clean Toner,Mizon,Exfoliant (AHA/BHA/PHA),55.0,gras|mixt,toate,toate,natural,zi,toate,aha|bha,Nu,Nu,4.0,"Accesibil, exfoliere blanda",skincare,toate,toate,Coreea,textura|pori|puncte negre,Da,toate,toate,1
573,Salicylic / Pure Active Serum,Garnier,Exfoliant (AHA/BHA/PHA),55.0,gras|mixt,toate,toate,natural,zi,toate,bha,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Europa,acnee|pori,Da,toate,toate,1
574,BHA Liquid Exfoliant,Naturium,Exfoliant (AHA/BHA/PHA),37.5,gras|mixt,toate,toate,natural,zi,toate,acid salicilic,Nu,Nu,4.0,Accesibil,skincare,toate,toate,SUA/Europa,pori|puncte negre,Da,toate,toate,1
575,Mandelic / Lactic Acid,Good Molecules,Exfoliant (AHA/BHA/PHA),37.5,sensibil|normal,toate,toate,natural,zi,toate,acid mandelic|lactic,Nu,Nu,4.0,Accesibil,skincare,toate,toate,SUA/Europa,textura,Da,toate,toate,1
576,AHA BHA Clear Pad,Medicube,Exfoliant (AHA/BHA/PHA),70.0,gras|mixt,toate,toate,natural,zi,toate,aha bha,Nu,Nu,4.0,Discuri,skincare,toate,toate,Coreea,acnee|pori,Da,toate,toate,1
577,Advanced Snail 96 Mucin Power Essence,COSRX,Serum / Esenta,90.0,toate,toate,toate,natural,zi,toate,mucina melc 96%,Nu,Nu,4.7,"Cult, reparator",skincare,toate,toate,Coreea,bariera distrusa|semne postacneice|uscaciune,Da,toate,toate,1
578,The Vitamin C 23 / Triple C,COSRX,Serum / Esenta,90.0,normal|mixt,toate,toate,natural,zi,toate,vitamina c,Nu,Nu,4.0,Pete intunecate,skincare,toate,toate,Coreea,semne postacneice|luminozitate,Da,toate,toate,1
579,Glow Deep Serum (Rice + Alpha Arbutin),Beauty of Joseon,Serum / Esenta,90.0,toate,toate,toate,natural,zi,toate,orez|arbutin,Nu,Nu,4.8,Iluminare,skincare,toate,toate,Coreea,luminozitate|semne postacneice,Da,toate,toate,1
580,Revive Serum Ginseng+Snail,Beauty of Joseon,Serum / Esenta,90.0,uscat|normal,toate,toate,natural,zi,toate,ginseng|mucina,Nu,Nu,4.0,Anti-age,skincare,toate,toate,Coreea,imbatranire|bariera,Da,toate,toate,1
581,Niacinamide 10% + TXA 4% Serum,Anua,Serum / Esenta,90.0,gras|mixt,toate,toate,natural,zi,toate,niacinamide|acid tranexamic,Nu,Nu,4.7,Pt pete,skincare,toate,toate,Coreea,semne postacneice|pori|luminozitate,Da,toate,toate,1
582,Heartleaf 80% Soothing Ampoule,Anua,Serum / Esenta,90.0,sensibil|gras,toate,toate,natural,zi,toate,heartleaf,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii|roseata,Da,toate,toate,1
583,No.3 Super Glowing Essence,Numbuzin,Serum / Esenta,90.0,toate,toate,toate,natural,zi,toate,niacinamide|galactomyces,Nu,Nu,4.2,Glow,skincare,toate,toate,Coreea,luminozitate|textura,Nu,toate,toate,1
584,No.5 Vitamin Concentrated Serum,Numbuzin,Serum / Esenta,90.0,normal|mixt,toate,toate,natural,zi,toate,vit c derivati,Nu,Nu,4.0,Iluminare blanda,skincare,toate,toate,Coreea,luminozitate|semne postacneice,Nu,toate,toate,1
585,Centella Ampoule,Skin1004,Serum / Esenta,90.0,sensibil|gras,toate,toate,natural,zi,toate,centella 100%,Nu,Nu,4.6,Calmant cult,skincare,toate,toate,Coreea,inflamatii|acnee,Da,toate,toate,1
586,Hyalu-Cica Water-Fit Sun Serum,Skin1004,Serum / Esenta,90.0,sensibil|toate,toate,toate,natural,zi,toate,centella|hialuronic,Nu,Nu,4.0,SPF lejer,skincare,toate,toate,Coreea,hidratare + spf,Da,toate,toate,1
587,Snail Truecica Miracle Repair Serum,Some By Mi,Serum / Esenta,90.0,sensibil|toate,toate,toate,natural,zi,toate,mucina|cica,Nu,Nu,4.0,Reparator,skincare,toate,toate,Coreea,semne postacneice|inflamatii,Nu,toate,toate,1
588,Dive-In Low Molecule HA Serum,Torriden,Serum / Esenta,90.0,toate,toate,toate,natural,zi,toate,hialuronic 5d,Nu,Nu,4.7,Hidratant lejer,skincare,toate,toate,Coreea,uscaciune|bariera,Da,toate,toate,1
589,TW-Real Bifida / Hyaluronic Serum,Isntree,Serum / Esenta,90.0,uscat|toate,toate,toate,natural,zi,toate,bifida|hialuronic,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Coreea,bariera|uscaciune,Nu,toate,toate,1
590,Galacto Niacin 97 Power Essence,Purito,Serum / Esenta,90.0,toate,toate,toate,natural,zi,toate,galactomyces|niacinamide,Nu,Nu,4.0,Glow,skincare,toate,toate,Coreea,luminozitate|textura,Nu,toate,toate,1
591,Freshly Juiced Vitamin Drop,Klairs,Serum / Esenta,90.0,sensibil|normal,toate,toate,natural,zi,toate,vit c 5%,Nu,Nu,4.0,"Bland, incepatori",skincare,toate,toate,Coreea,luminozitate|semne postacneice,Nu,toate,toate,1
592,Green Tangerine Vita C Serum,Goodal,Serum / Esenta,90.0,normal|mixt,toate,toate,natural,zi,toate,vit c|tangerine,Nu,Nu,4.0,Pete,skincare,toate,toate,Coreea,semne postacneice|luminozitate,Nu,toate,toate,1
593,Pure Vitamin C 21.5 / Mandelic,By Wishtrend,Serum / Esenta,90.0,normal|mixt,toate,toate,natural,zi,toate,vit c|mandelic,Nu,Nu,4.0,Doua optiuni,skincare,toate,toate,Coreea,luminozitate|textura,Da,toate,toate,1
594,Niacinamide / Centella Serum,Mary&May,Serum / Esenta,90.0,toate,toate,toate,natural,zi,toate,niacinamide|centella,Nu,Nu,4.0,Vegan,skincare,toate,toate,Coreea,pete|inflamatii,Da,toate,toate,1
595,Collagen / PDRN Pink Serum,Medicube,Serum / Esenta,90.0,normal|uscat,toate,toate,natural,zi,toate,colagen|pdrn,Nu,Nu,4.0,Anti-age trendy,skincare,toate,toate,Coreea,imbatranire|fermitate,Nu,toate,toate,1
596,Galactomyces Niacin Essence,Manyo,Serum / Esenta,90.0,toate,toate,toate,natural,zi,toate,galactomyces,Nu,Nu,4.0,Glow,skincare,toate,toate,Coreea,luminozitate,Nu,toate,toate,1
597,Niacinamide 10% + Zinc 1%,The Ordinary,Serum / Esenta,50.0,gras|mixt,toate,toate,natural,zi,toate,niacinamide|zinc,Nu,Nu,4.3,Cult accesibil,skincare,toate,toate,Canada/Europa,pori|sebum|semne postacneice,Da,toate,toate,1
598,Hyaluronic Acid 2% + B5,The Ordinary,Serum / Esenta,50.0,toate,toate,toate,natural,zi,toate,hialuronic,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Canada/Europa,uscaciune,Da,toate,toate,1
599,Alpha Arbutin 2% + HA,The Ordinary,Serum / Esenta,50.0,toate,toate,toate,natural,zi,toate,arbutin,Nu,Nu,4.0,Pete,skincare,toate,toate,Canada/Europa,semne postacneice|pete,Da,toate,toate,1
600,Azelaic Acid 10% Suspension,The Ordinary,Serum / Esenta,50.0,sensibil|gras,toate,toate,natural,zi,toate,acid azelaic,Nu,Nu,4.0,Multifunctional,skincare,toate,toate,Canada/Europa,roseata|acnee|semne postacneice|inflamatii,Da,toate,toate,1
601,Hyalu B5 Serum,La Roche-Posay,Serum / Esenta,90.0,toate,toate,toate,natural,zi,toate,hialuronic|b5,Nu,Nu,4.0,Farmacie,skincare,toate,toate,Europa (FR),uscaciune|imbatranire,Nu,toate,toate,1
602,Pure Niacinamide 10,La Roche-Posay,Serum / Esenta,90.0,toate,toate,toate,natural,zi,toate,niacinamide,Nu,Nu,4.0,Pete,skincare,toate,toate,Europa (FR),pete|semne postacneice,Da,toate,toate,1
603,Mineral 89 / Liftactiv B3 Serum,Vichy,Serum / Esenta,90.0,toate,toate,toate,natural,zi,toate,hialuronic|niacinamide,Nu,Nu,4.0,Farmacie,skincare,toate,toate,Europa (FR),hidratare|pete,Nu,toate,toate,1
604,Niacinamide / Hyaluronic Serum,The Inkey List,Serum / Esenta,50.0,toate,toate,toate,natural,zi,toate,niacinamide|ha,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Europa (UK),pori|uscaciune,Da,toate,toate,1
605,10% Niacinamide Booster / C15,Paula's Choice,Serum / Esenta,142.5,gras|mixt,toate,toate,natural,zi,toate,niacinamide|vit c,Nu,Nu,4.0,Tintit,skincare,toate,toate,SUA/Europa,pori|luminozitate,Nu,toate,toate,1
606,Bean / Centella Essence,Mixsoon,Serum / Esenta,90.0,sensibil|toate,toate,toate,natural,zi,toate,fermentat,Nu,Nu,4.0,Bland,skincare,toate,toate,Coreea,bariera|inflamatii,Da,toate,toate,1
607,Advanced Snail 92 All In One Cream,COSRX,Crema hidratanta,85.0,toate,toate,toate,natural,zi,toate,mucina melc 92%,Nu,Nu,4.0,Reparator cult,skincare,toate,toate,Coreea,bariera|uscaciune|semne postacneice,Da,toate,toate,1
608,Dynasty Cream,Beauty of Joseon,Crema hidratanta,85.0,uscat|normal,toate,toate,natural,zi,toate,ginseng|orhidee,Nu,Nu,4.0,"Bogat, anti-age",skincare,toate,toate,Coreea,uscaciune|imbatranire,Nu,toate,toate,1
609,Ceramide Ato Concentrate Cream,Illiyoon,Crema hidratanta,85.0,uscat|sensibil,toate,toate,natural,zi,toate,ceramide,Nu,Nu,4.0,Cult ten uscat/atopic,skincare,toate,toate,Coreea,bariera distrusa|uscaciune,Da,toate,toate,1
610,Madagascar Centella Light/Ampoule Cream,Skin1004,Crema hidratanta,85.0,sensibil|gras,toate,toate,natural,zi,toate,centella,Nu,Nu,4.0,"Lejer, calmant",skincare,toate,toate,Coreea,inflamatii|bariera,Da,toate,toate,1
611,Dive-In Cream,Torriden,Crema hidratanta,85.0,toate,toate,toate,natural,zi,toate,hialuronic,Nu,Nu,4.0,Gel-crema lejer,skincare,toate,toate,Coreea,uscaciune|bariera,Da,toate,toate,1
612,Moisture / Nutrition Cream,Pyunkang Yul,Crema hidratanta,85.0,uscat|sensibil,toate,toate,natural,zi,toate,coptis,Nu,Nu,4.0,"Simplu, bogat",skincare,toate,toate,Coreea,uscaciune|bariera,Nu,toate,toate,1
613,Dermide Cica Barrier / Centella Recovery Cream,Purito,Crema hidratanta,85.0,sensibil|toate,toate,toate,natural,zi,toate,ceramide|centella,Nu,Nu,4.0,Pt bariera,skincare,toate,toate,Coreea,bariera|inflamatii,Da,toate,toate,1
614,Cicapair Tiger Grass Cream,Dr.Jart+,Crema hidratanta,135.0,sensibil|toate,toate,toate,natural,zi,toate,centella,Nu,Nu,4.0,Calmant cult,skincare,toate,toate,Coreea,roseata|inflamatii,Nu,toate,toate,1
615,Birch Juice / 1025 Cream,Round Lab,Crema hidratanta,85.0,toate,toate,toate,natural,zi,toate,seva mesteacan,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Coreea,uscaciune,Nu,toate,toate,1
616,No.5 Vitamin / No.3 Cream,Numbuzin,Crema hidratanta,85.0,normal|mixt,toate,toate,natural,zi,toate,niacinamide,Nu,Nu,4.0,Glow,skincare,toate,toate,Coreea,luminozitate|textura,Nu,toate,toate,1
617,Snail Truecica Cream,Some By Mi,Crema hidratanta,85.0,sensibil|toate,toate,toate,natural,zi,toate,mucina|cica,Nu,Nu,4.0,Reparator,skincare,toate,toate,Coreea,semne postacneice|inflamatii,Nu,toate,toate,1
618,Hyaluronic Acid Moist Cream,Isntree,Crema hidratanta,85.0,uscat|toate,toate,toate,natural,zi,toate,hialuronic,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Coreea,uscaciune,Da,toate,toate,1
619,The True Cream Aqua Bomb / Moisturizing Bomb,Belif,Crema hidratanta,135.0,gras|mixt|uscat,toate,toate,natural,zi,toate,plante,Nu,Nu,4.0,Gel sau bogat,skincare,toate,toate,Coreea,uscaciune,Nu,toate,toate,1
620,Rich Moist Soothing Cream,Klairs,Crema hidratanta,85.0,uscat|sensibil,toate,toate,natural,zi,toate,ceramide,Nu,Nu,4.0,Ten sensibil,skincare,toate,toate,Coreea,uscaciune|sensibilitate,Nu,toate,toate,1
621,Centella / Bean Cream,Mixsoon,Crema hidratanta,85.0,sensibil|toate,toate,toate,natural,zi,toate,fermentat|centella,Nu,Nu,4.0,Bland,skincare,toate,toate,Coreea,inflamatii|bariera,Da,toate,toate,1
622,Pro Balance / Cica Cream,Dr.Ceuracle,Crema hidratanta,85.0,gras|mixt,toate,toate,natural,zi,toate,probiotice|cica,Nu,Nu,4.0,Echilibrant,skincare,toate,toate,Coreea,echilibru|inflamatii,Nu,toate,toate,1
